Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn
Female,58,No,No,No,No,0,No,0,15,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,No
Male,35,No,No,No,No,0,No,0,11,No Offer,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,No
Female,47,No,No,Yes,No,0,Yes,7,64,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,No
Female,42,No,No,No,Yes,3,No,0,1,No Offer,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.2,No
Female,26,Yes,No,No,No,0,No,0,15,Offer D,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,65.6,No
Female,32,No,No,No,No,0,No,0,60,No Offer,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.55,No
Male,57,No,No,No,No,0,No,0,56,No Offer,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,52.7,No
Female,31,No,No,No,No,0,No,0,8,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.85,No
Female,19,Yes,No,Yes,No,0,Yes,6,49,No Offer,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,52.15,No
Male,51,No,No,No,No,0,No,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,No
Female,25,Yes,No,Yes,No,0,Yes,6,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,No
Female,42,No,No,No,No,0,No,0,40,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.6,No
Male,44,No,No,No,Yes,3,No,0,1,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,No
Male,33,No,No,Yes,No,0,Yes,2,30,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,No
Male,20,Yes,No,No,Yes,1,No,0,3,Offer E,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9,No
Female,37,No,No,No,No,0,No,0,5,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3,No
Female,49,No,No,Yes,Yes,2,Yes,6,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,No
Female,27,Yes,No,Yes,No,0,Yes,5,54,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.3,No
Male,57,No,No,Yes,No,0,Yes,2,72,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.95,No
Male,53,No,No,Yes,Yes,1,Yes,5,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.2,No
Female,58,No,No,No,No,0,No,0,48,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.5,No
Female,54,No,No,Yes,No,0,Yes,4,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,No
Male,59,No,No,Yes,No,0,Yes,7,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,No
Male,40,No,No,Yes,No,0,Yes,8,67,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,No
Male,28,Yes,No,Yes,Yes,2,Yes,9,34,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,No
Female,53,No,No,No,No,0,No,0,3,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,No
Female,37,No,No,Yes,No,0,Yes,2,9,No Offer,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,65.6,No
Male,23,Yes,No,Yes,Yes,3,Yes,1,71,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,No
Male,34,No,No,No,No,0,No,0,57,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,90.45,No
Male,36,No,No,No,No,0,No,0,72,Offer A,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,No
Male,28,Yes,No,No,No,0,No,0,18,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,No
Male,20,Yes,No,Yes,Yes,2,No,0,43,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.3,No
Female,62,No,No,Yes,No,0,Yes,2,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.25,No
Male,61,No,No,Yes,No,0,Yes,10,35,No Offer,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,No
Male,28,Yes,No,No,No,0,No,0,4,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,No
Female,23,Yes,No,Yes,Yes,2,Yes,8,49,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,No
Female,61,No,No,Yes,Yes,2,Yes,5,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.5,No
Male,44,No,No,Yes,Yes,1,Yes,9,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,No
Male,39,No,No,Yes,No,0,Yes,6,63,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,No
Female,60,No,No,No,Yes,3,No,0,49,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,No
Female,30,No,No,Yes,Yes,2,Yes,1,4,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,No
Female,21,Yes,No,Yes,No,0,Yes,2,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,No
Female,47,No,No,No,No,0,No,0,57,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,No
Male,52,No,No,Yes,Yes,2,Yes,2,28,No Offer,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4,No
Female,56,No,No,Yes,No,0,Yes,10,25,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,26.8,No
Female,49,No,No,Yes,No,0,Yes,1,47,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,No
Female,35,No,No,Yes,Yes,1,Yes,3,57,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.2,No
Male,24,Yes,No,No,No,0,No,0,5,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.8,No
Male,48,No,No,Yes,Yes,2,No,0,72,Offer A,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,No
Female,43,No,No,Yes,Yes,3,Yes,3,48,No Offer,No,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,No
Female,46,No,No,Yes,No,0,Yes,8,68,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,No
Female,22,Yes,No,No,No,0,No,0,30,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,106.4,No
Female,61,No,No,Yes,No,0,Yes,2,3,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,No
Female,57,No,No,No,Yes,2,No,0,4,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05,No
Female,58,No,No,Yes,Yes,2,Yes,9,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.75,No
Male,43,No,No,Yes,No,0,Yes,6,8,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.4,No
Male,24,Yes,No,Yes,Yes,1,Yes,3,61,No Offer,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,33.6,No
Male,31,No,No,Yes,Yes,3,Yes,7,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,No
Female,29,Yes,No,No,No,0,No,0,5,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,No
Female,37,No,No,No,No,0,No,0,49,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,67.4,No
Male,28,Yes,No,No,No,0,No,0,8,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.7,No
Male,60,No,No,No,No,0,No,0,3,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,No
Male,53,No,No,Yes,Yes,3,Yes,9,9,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.6,No
Male,42,No,No,Yes,Yes,2,Yes,1,67,Offer A,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,No
Male,36,No,No,No,No,0,No,0,46,Offer B,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.2,No
Female,23,Yes,No,Yes,No,0,Yes,10,67,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,75.1,No
Female,54,No,No,Yes,No,0,Yes,8,55,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,No
Male,54,No,No,Yes,No,0,Yes,1,33,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,No
Male,64,No,No,Yes,Yes,1,Yes,5,62,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,No
Male,24,Yes,No,Yes,Yes,2,Yes,8,49,Offer B,No,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.2,No
Male,37,No,No,No,No,0,No,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,No
Male,37,No,No,Yes,No,0,Yes,8,14,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,No
Female,43,No,No,Yes,No,0,Yes,1,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.15,No
Male,38,No,No,No,No,0,No,0,64,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.25,No
Male,29,Yes,No,Yes,No,0,Yes,9,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.55,No
Female,30,No,No,No,No,0,No,0,1,Offer E,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.7,No
Male,48,No,No,Yes,Yes,3,Yes,1,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,No
Female,34,No,No,Yes,Yes,2,Yes,1,66,Offer A,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,49.4,No
Male,32,No,No,No,No,0,No,0,2,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,No
Male,29,Yes,No,No,No,0,No,0,11,Offer D,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,61.25,No
Male,52,No,No,No,Yes,2,No,0,47,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,No
Male,57,No,No,Yes,Yes,1,Yes,1,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,No
Male,22,Yes,No,No,No,0,No,0,11,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.5,No
Female,47,No,No,No,No,0,No,0,29,No Offer,No,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,No
Male,23,Yes,No,Yes,Yes,9,Yes,1,21,Offer D,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.05,No
Female,44,No,No,No,Yes,3,No,0,3,No Offer,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.65,No
Female,41,No,No,Yes,Yes,2,Yes,1,43,Offer B,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.2,No
Male,34,No,No,No,No,0,No,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.3,No
Female,63,No,No,No,No,0,No,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.45,No
Male,57,No,No,Yes,Yes,3,No,0,71,Offer A,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.45,No
Female,20,Yes,No,Yes,No,0,Yes,1,8,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,No
Male,38,No,No,No,No,0,No,0,8,Offer E,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.25,No
Male,38,No,No,No,No,0,No,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,No
Male,44,No,No,No,No,0,No,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79.05,No
Female,31,No,No,Yes,Yes,2,Yes,6,2,Offer E,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,No
Female,24,Yes,No,Yes,No,0,Yes,10,12,Offer D,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,No
Female,46,No,No,No,Yes,1,No,0,9,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,No
Male,46,No,No,No,Yes,1,No,0,6,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,No
Female,50,No,No,Yes,No,0,Yes,2,71,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,No
Female,21,Yes,No,Yes,Yes,3,Yes,5,42,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,94.45,No
Female,24,Yes,No,Yes,Yes,1,Yes,2,45,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.85,No
Male,58,No,No,Yes,Yes,3,Yes,8,28,No Offer,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.0,No
Female,41,No,No,Yes,No,0,Yes,7,43,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.45,No
Male,28,Yes,No,No,Yes,1,No,0,60,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,No
Male,46,No,No,Yes,Yes,2,Yes,4,7,No Offer,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,49.65,No
Female,21,Yes,No,Yes,No,0,Yes,2,25,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,No
Male,23,Yes,No,No,No,0,No,0,27,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.5,No
Male,53,No,No,No,No,0,No,0,10,Offer D,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,No
Female,33,No,No,No,No,0,No,0,11,Offer D,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,53.8,No
Male,56,No,No,Yes,Yes,3,Yes,3,4,No Offer,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,No
Male,19,Yes,No,No,No,0,No,0,68,No Offer,No,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,No
Female,38,No,No,No,No,0,No,0,18,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.1,No
Male,57,No,No,No,No,0,No,0,26,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,No
Female,48,No,No,Yes,No,0,Yes,5,17,Offer D,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,No
Male,35,No,No,No,No,0,No,0,30,Offer C,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,No
Male,61,No,No,No,No,0,No,0,9,No Offer,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,50.8,No
Female,44,No,No,Yes,Yes,3,Yes,1,3,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,No
Female,44,No,No,No,Yes,1,No,0,14,Offer D,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.8,No
Female,38,No,No,No,No,0,No,0,7,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,No
Male,61,No,No,Yes,No,0,Yes,8,17,Offer D,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,No
Male,22,Yes,No,Yes,Yes,3,Yes,5,32,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,No
Female,27,Yes,No,Yes,Yes,3,Yes,9,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.55,No
Female,56,No,No,Yes,Yes,2,Yes,6,27,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,No
Male,55,No,No,No,No,0,No,0,7,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,No
Male,25,Yes,No,Yes,Yes,1,Yes,7,11,Offer D,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,No
Female,62,No,No,Yes,Yes,1,Yes,9,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45,No
Female,30,No,No,No,No,0,No,0,71,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,No
Male,28,Yes,No,Yes,Yes,2,Yes,3,47,Offer B,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,No
Male,23,Yes,No,No,No,0,No,0,8,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,No
Female,20,Yes,No,Yes,Yes,2,Yes,3,48,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,No
Female,30,No,No,No,No,0,No,0,70,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,No
Male,61,No,No,No,Yes,1,No,0,1,No Offer,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,No
Male,62,No,No,Yes,No,0,Yes,1,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,No
Male,37,No,No,Yes,Yes,3,Yes,4,60,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,No
Male,61,No,No,Yes,Yes,1,Yes,7,49,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.95,No
Female,30,No,No,No,No,0,No,0,29,Offer C,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.0,No
Female,55,No,No,Yes,No,0,Yes,1,67,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.25,No
Male,38,No,No,Yes,No,0,Yes,8,67,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.9,No
Female,40,No,No,Yes,Yes,1,Yes,1,6,Offer E,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,No
Female,51,No,No,No,No,0,No,0,47,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,No
Female,46,No,No,No,No,0,No,0,53,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,No
Male,41,No,No,Yes,No,0,Yes,10,69,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,No
Male,54,No,No,No,No,0,No,0,3,Offer E,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,86.05,No
Male,38,No,No,No,No,0,No,0,4,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,No
Male,33,No,No,Yes,Yes,1,Yes,6,56,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.85,No
Female,38,No,No,Yes,No,0,Yes,8,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,No
Male,57,No,No,Yes,Yes,1,Yes,6,12,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,No
Female,44,No,No,Yes,Yes,1,Yes,7,28,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.45,No
Male,50,No,No,No,No,0,No,0,24,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.45,No
Female,57,No,No,Yes,Yes,3,Yes,8,68,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,No
Male,21,Yes,No,No,Yes,1,No,0,39,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,100.55,No
Female,37,No,No,Yes,No,0,No,0,42,Offer B,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,No
